Price,Adj Close,Close,High,Low,Open,Volume,Ticker,5-Day MA,10-Day MA,Daily Return (%)
2023-10-19,42.08536911010740,42.10100173950200,43.297000885009800,41.88199996948240,42.81100082397460,501233000,NVDA,,,
2023-10-20,41.37163162231450,41.387001037597700,42.470001220703100,41.077999114990200,41.88999938964840,477266000,NVDA,,,-1.695923309193790
2023-10-23,42.95904541015630,42.974998474121100,43.24800109863280,40.94499969482420,41.229000091552700,478530000,NVDA,,,3.836947342671280
2023-10-24,43.646785736084000,43.66299819946290,43.696998596191400,42.691001892089800,43.07699966430660,401463000,NVDA,,,1.600930191437010
2023-10-25,41.763484954834000,41.77899932861330,43.650001525878900,41.55500030517580,43.39799880981450,398379000,NVDA,42.38099975585940,,-4.31486372567238
2023-10-26,40.31102752685550,40.32600021362310,42.25600051879880,39.880001068115200,41.85300064086910,541001000,NVDA,42.02599945068360,,-3.4778217246460400
2023-10-27,40.484962463378900,40.5,41.20600128173830,40.01499938964840,41.130001068115200,416784000,NVDA,41.84859924316410,,0.4314828781808440
2023-10-30,41.145713806152300,41.1609992980957,41.76599884033200,40.48099899291990,41.08700180053710,388028000,NVDA,41.485799407959000,,1.632097032335070
2023-10-31,40.76485824584960,40.779998779296900,40.87900161743160,39.22999954223630,40.45000076293950,517969000,NVDA,40.90919952392580,,-0.9256347642085940
2023-11-01,42.309288024902300,42.32500076293950,42.38100051879880,40.86899948120120,40.88399887084960,437593000,NVDA,41.01839981079100,41.699699783325200,3.788626851129150
2023-11-02,43.48984146118160,43.50600051879880,43.88399887084960,42.89400100708010,43.327999114990200,409172000,NVDA,41.65439987182620,41.840199661254900,2.7903124266296200
2023-11-03,44.98828887939450,45.005001068115200,45.308998107910200,43.722999572753900,44.02000045776370,424610000,NVDA,42.55540008544920,42.20199966430660,3.4455029914061800
2023-11-06,45.7340087890625,45.750999450683600,45.935001373291000,44.89899826049810,45.28499984741210,400733000,NVDA,43.4734001159668,42.47959976196290,1.6575899674778000
2023-11-07,45.93793869018560,45.95500183105470,46.21799850463870,45.15800094604490,45.71900177001950,343165000,NVDA,44.50840072631840,42.70880012512210,0.4458971013103110
2023-11-08,46.556705474853500,46.57400131225590,46.867000579834000,45.96799850463870,46.099998474121100,346719000,NVDA,45.35820083618160,43.18830032348630,1.3469686792241000
2023-11-09,46.93256378173830,46.95000076293950,48.22999954223630,46.75,47.46699905395510,540496000,NVDA,46.047000885009800,43.85070037841800,0.8073161851881670
2023-11-10,48.31705093383790,48.334999084472700,48.47200012207030,47.28300094604490,47.5,421245000,NVDA,46.71300048828130,44.63420028686520,2.9499431289178300
2023-11-13,48.6019401550293,48.619998931884800,49.11600112915040,48.0989990234375,48.31999969482420,384136000,NVDA,47.286800384521500,45.38010025024410,0.5896345356581680
2023-11-14,49.63755798339840,49.65599822998050,49.83399963378910,49.040000915527300,49.68000030517580,416954000,NVDA,48.02699966430660,46.2677001953125,2.1308089692620300
2023-11-15,48.86984634399410,48.88800048828130,49.959999084472700,48.20000076293950,49.935001373291000,475497000,NVDA,48.48979949951170,46.92400016784670,-1.5466363965582900
2023-11-16,49.461631774902300,49.47999954223630,49.525001525878900,48.33000183105470,48.67900085449220,339756000,NVDA,48.9957992553711,47.52140007019040,1.2109291606168000
2023-11-17,49.27969741821290,49.29800033569340,49.71699905395510,49.00699996948240,49.52399826049810,325205000,NVDA,49.18839950561520,47.950699996948200,-0.36782378380503200
2023-11-20,50.390281677246100,50.409000396728500,50.54800033569340,49.180999755859400,49.3120002746582,414120000,NVDA,49.546199798584000,48.416500091552700,2.253641229806140
2023-11-21,49.925453186035200,49.944000244140600,50.516998291015600,49.22200012207030,50.125999450683600,565747000,NVDA,49.603800201416000,48.815399932861300,-0.922454619072488
2023-11-22,48.697906494140600,48.715999603271500,50.334999084472700,47.689998626709000,49.85200119018560,899420000,NVDA,49.569400024414100,49.02959976196290,-2.4587550754171100
